Time: 1, Queue size: 0, Server count: 10
Time: 445, Queue size: 0, Server count: 1
Time: 446, Queue size: 0, Server count: 1
Time: 447, Queue size: 0, Server count: 1
Time: 448, Queue size: 0, Server count: 1
Time: 449, Queue size: 0, Server count: 1
Time: 450, Queue size: 0, Server count: 1
Time: 451, Queue size: 0, Server count: 1
Time: 452, Queue size: 0, Server count: 1
Time: 453, Queue size: 0, Server count: 1
Time: 454, Queue size: 0, Server count: 1
Time: 455, Queue size: 1, Server count: 1
Time: 456, Queue size: 0, Server count: 1
Time: 457, Queue size: 0, Server count: 1
Time: 458, Queue size: 1, Server count: 1
Time: 459, Queue size: 0, Server count: 1
Time: 460, Queue size: 1, Server count: 1
Time: 461, Queue size: 0, Server count: 1
Time: 462, Queue size: 0, Server count: 1
Time: 463, Queue size: 1, Server count: 1
Time: 464, Queue size: 0, Server count: 1
Time: 465, Queue size: 0, Server count: 1
Time: 466, Queue size: 0, Server count: 1
Time: 467, Queue size: 0, Server count: 1
Time: 468, Queue size: 0, Server count: 1
Time: 469, Queue size: 0, Server count: 1
Time: 470, Queue size: 0, Server count: 1
Time: 471, Queue size: 0, Server count: 1
Time: 472, Queue size: 0, Server count: 1
Time: 473, Queue size: 0, Server count: 1
Time: 474, Queue size: 1, Server count: 1
Time: 475, Queue size: 0, Server count: 1
Time: 476, Queue size: 0, Server count: 1
Time: 477, Queue size: 0, Server count: 1
Time: 478, Queue size: 0, Server count: 1
Time: 479, Queue size: 1, Server count: 1
Time: 480, Queue size: 0, Server count: 1
Time: 481, Queue size: 0, Server count: 1
Time: 482, Queue size: 0, Server count: 1
Time: 483, Queue size: 0, Server count: 1
Time: 484, Queue size: 0, Server count: 1
Time: 485, Queue size: 0, Server count: 1
Time: 486, Queue size: 1, Server count: 1
Time: 487, Queue size: 0, Server count: 1
Time: 488, Queue size: 0, Server count: 1
Time: 489, Queue size: 1, Server count: 1
Time: 490, Queue size: 0, Server count: 1
Time: 491, Queue size: 0, Server count: 1
Time: 492, Queue size: 0, Server count: 1
Time: 493, Queue size: 0, Server count: 1
Time: 494, Queue size: 0, Server count: 1
Time: 495, Queue size: 0, Server count: 1
Time: 496, Queue size: 0, Server count: 1
Time: 497, Queue size: 0, Server count: 1
Time: 498, Queue size: 1, Server count: 1
Time: 499, Queue size: 1, Server count: 1
Time: 500, Queue size: 0, Server count: 1
Time: 501, Queue size: 1, Server count: 1
Time: 502, Queue size: 0, Server count: 1
Time: 503, Queue size: 0, Server count: 1
Time: 504, Queue size: 0, Server count: 1
Time: 505, Queue size: 1, Server count: 1
Time: 506, Queue size: 0, Server count: 1
Time: 507, Queue size: 0, Server count: 1
Time: 508, Queue size: 0, Server count: 1
Time: 509, Queue size: 0, Server count: 1
Time: 510, Queue size: 1, Server count: 1
Time: 511, Queue size: 0, Server count: 1
Time: 512, Queue size: 0, Server count: 1
Time: 513, Queue size: 0, Server count: 1
Time: 514, Queue size: 0, Server count: 1
Time: 515, Queue size: 1, Server count: 1
Time: 516, Queue size: 0, Server count: 1
Time: 517, Queue size: 1, Server count: 1
Time: 518, Queue size: 0, Server count: 1
Time: 519, Queue size: 0, Server count: 1
Time: 520, Queue size: 0, Server count: 1
Time: 521, Queue size: 0, Server count: 1
Time: 522, Queue size: 0, Server count: 1
Time: 523, Queue size: 0, Server count: 1
Time: 524, Queue size: 0, Server count: 1
Time: 525, Queue size: 0, Server count: 1
Time: 526, Queue size: 0, Server count: 1
Time: 527, Queue size: 1, Server count: 1
Time: 528, Queue size: 0, Server count: 1
Time: 529, Queue size: 0, Server count: 1
Time: 530, Queue size: 0, Server count: 1
Time: 531, Queue size: 0, Server count: 1
Time: 532, Queue size: 0, Server count: 1
Time: 533, Queue size: 1, Server count: 1
Time: 534, Queue size: 0, Server count: 1
Time: 535, Queue size: 1, Server count: 1
Time: 536, Queue size: 0, Server count: 1
Time: 537, Queue size: 0, Server count: 1
Time: 538, Queue size: 0, Server count: 1
Time: 539, Queue size: 0, Server count: 1
Time: 540, Queue size: 0, Server count: 1
Time: 541, Queue size: 1, Server count: 1
Time: 542, Queue size: 0, Server count: 1
Time: 543, Queue size: 1, Server count: 1
Time: 544, Queue size: 1, Server count: 1
Time: 545, Queue size: 0, Server count: 1
Time: 546, Queue size: 1, Server count: 1
Time: 547, Queue size: 0, Server count: 1
Time: 548, Queue size: 0, Server count: 1
Time: 549, Queue size: 0, Server count: 1
Time: 550, Queue size: 0, Server count: 1
Time: 551, Queue size: 0, Server count: 1
Time: 552, Queue size: 0, Server count: 1
Time: 553, Queue size: 0, Server count: 1
Time: 554, Queue size: 0, Server count: 1
Time: 555, Queue size: 0, Server count: 1
Time: 556, Queue size: 0, Server count: 1
Time: 557, Queue size: 0, Server count: 1
Time: 558, Queue size: 0, Server count: 1
Time: 559, Queue size: 0, Server count: 1
Time: 560, Queue size: 0, Server count: 1
Time: 561, Queue size: 0, Server count: 1
Time: 562, Queue size: 1, Server count: 1
Time: 563, Queue size: 0, Server count: 1
Time: 564, Queue size: 0, Server count: 1
Time: 565, Queue size: 0, Server count: 1
Time: 566, Queue size: 0, Server count: 1
Time: 567, Queue size: 1, Server count: 1
Time: 568, Queue size: 0, Server count: 1
Time: 569, Queue size: 0, Server count: 1
Time: 570, Queue size: 0, Server count: 1
Time: 571, Queue size: 0, Server count: 1
Time: 572, Queue size: 1, Server count: 1
Time: 573, Queue size: 0, Server count: 1
Time: 574, Queue size: 1, Server count: 1
Time: 575, Queue size: 1, Server count: 1
Time: 576, Queue size: 1, Server count: 1
Time: 577, Queue size: 0, Server count: 1
Time: 578, Queue size: 0, Server count: 1
Time: 579, Queue size: 1, Server count: 1
Time: 580, Queue size: 1, Server count: 1
Time: 581, Queue size: 0, Server count: 1
Time: 582, Queue size: 0, Server count: 1
Time: 583, Queue size: 0, Server count: 1
Time: 584, Queue size: 0, Server count: 1
Time: 585, Queue size: 1, Server count: 1
Time: 586, Queue size: 1, Server count: 1
Time: 587, Queue size: 0, Server count: 1
Time: 588, Queue size: 0, Server count: 1
Time: 589, Queue size: 1, Server count: 1
Time: 590, Queue size: 1, Server count: 1
Time: 591, Queue size: 1, Server count: 1
Time: 592, Queue size: 0, Server count: 1
Time: 593, Queue size: 0, Server count: 1
Time: 594, Queue size: 1, Server count: 1
Time: 595, Queue size: 0, Server count: 1
Time: 596, Queue size: 0, Server count: 1
Time: 597, Queue size: 1, Server count: 1
Time: 598, Queue size: 0, Server count: 1
Time: 599, Queue size: 0, Server count: 1
Time: 600, Queue size: 1, Server count: 1
Time: 601, Queue size: 0, Server count: 1
Time: 602, Queue size: 0, Server count: 1
Time: 603, Queue size: 0, Server count: 1
Time: 604, Queue size: 1, Server count: 1
Time: 605, Queue size: 0, Server count: 1
Time: 606, Queue size: 1, Server count: 1
Time: 607, Queue size: 0, Server count: 1
Time: 608, Queue size: 0, Server count: 1
Time: 609, Queue size: 0, Server count: 1
Time: 610, Queue size: 0, Server count: 1
Time: 611, Queue size: 0, Server count: 1
Time: 612, Queue size: 1, Server count: 1
Time: 613, Queue size: 0, Server count: 1
Time: 614, Queue size: 0, Server count: 1
Time: 615, Queue size: 1, Server count: 1
Time: 616, Queue size: 0, Server count: 1
Time: 617, Queue size: 0, Server count: 1
Time: 618, Queue size: 0, Server count: 1
Time: 619, Queue size: 1, Server count: 1
Time: 620, Queue size: 1, Server count: 1
Time: 621, Queue size: 0, Server count: 1
Time: 622, Queue size: 1, Server count: 1
Time: 623, Queue size: 0, Server count: 1
Time: 624, Queue size: 1, Server count: 1
Time: 625, Queue size: 0, Server count: 1
Time: 626, Queue size: 0, Server count: 1
Time: 627, Queue size: 0, Server count: 1
Time: 628, Queue size: 0, Server count: 1
Time: 629, Queue size: 0, Server count: 1
Time: 630, Queue size: 0, Server count: 1
Time: 631, Queue size: 0, Server count: 1
Time: 632, Queue size: 0, Server count: 1
Time: 633, Queue size: 0, Server count: 1
Time: 634, Queue size: 0, Server count: 1
Time: 635, Queue size: 0, Server count: 1
Time: 636, Queue size: 0, Server count: 1
Time: 637, Queue size: 1, Server count: 1
Time: 638, Queue size: 1, Server count: 1
Time: 639, Queue size: 0, Server count: 1
Time: 640, Queue size: 0, Server count: 1
Time: 641, Queue size: 0, Server count: 1
Time: 642, Queue size: 0, Server count: 1
Time: 643, Queue size: 0, Server count: 1
Time: 644, Queue size: 0, Server count: 1
Time: 645, Queue size: 0, Server count: 1
Time: 646, Queue size: 0, Server count: 1
Time: 647, Queue size: 0, Server count: 1
Time: 648, Queue size: 0, Server count: 1
Time: 649, Queue size: 0, Server count: 1
Time: 650, Queue size: 0, Server count: 1
Time: 651, Queue size: 1, Server count: 1
Time: 652, Queue size: 0, Server count: 1
Time: 653, Queue size: 1, Server count: 1
Time: 654, Queue size: 0, Server count: 1
Time: 655, Queue size: 0, Server count: 1
Time: 656, Queue size: 0, Server count: 1
Time: 657, Queue size: 0, Server count: 1
Time: 658, Queue size: 1, Server count: 1
Time: 659, Queue size: 1, Server count: 1
Time: 660, Queue size: 0, Server count: 1
Time: 661, Queue size: 1, Server count: 1
Time: 662, Queue size: 1, Server count: 1
Time: 663, Queue size: 0, Server count: 1
Time: 664, Queue size: 0, Server count: 1
Time: 665, Queue size: 0, Server count: 1
